EAN,Dimensions
9782381022420.0,"12,0 cm × 19,0 cm × 0,8 cm"
9782490426102.0,"10,0 cm × 20,0 cm × 0,8 cm"
9782376527855.0,"13,5 cm × 21,5 cm × 1,5 cm"
9782376528425.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782493747037.0,"14,8 cm × 21,0 cm × 2,6 cm"
9782930947068.0,"12,0 cm × 20,0 cm × 1,5 cm"
9782379603358.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782379798429.0,"14,0 cm × 21,6 cm × 1,5 cm"
9782958062019.0,"11,1 cm × 16,1 cm × 2,5 cm"
9782958318710.0,"11,0 cm × 17,6 cm × 0,8 cm"
9782958318703.0,"11,0 cm × 17,6 cm × 0,8 cm"
9782376527619.0,"13,5 cm × 21,5 cm × 3,5 cm"
9791028422837.0,"15,0 cm × 21,0 cm × 0,0 cm"
9791038128958.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782958177126.0,"14,0 cm × 20,5 cm × 0,7 cm"
9782754763066.0,"13,3 cm × 20,3 cm × 1,3 cm"
9782390520481.0,"18,0 cm × 28,5 cm × 0,0 cm"
9791028429294.0,"15,0 cm × 21,0 cm × 0,0 cm"
9782810509751.0,"12,5 cm × 20,5 cm × 1,5 cm"
9782221254240.0,"13,4 cm × 20,2 cm × 1,4 cm"
9782221266601.0,"13,7 cm × 21,7 cm × 2,6 cm"
9782350878898.0,"14,2 cm × 20,8 cm × 1,8 cm"
9782365697767.0,"14,4 cm × 22,9 cm × 2,2 cm"
9782370553720.0,"14,7 cm × 21,3 cm × 2,7 cm"
9782847425062.0,"14,4 cm × 20,8 cm × 2,7 cm"
9782721012203.0,"13,0 cm × 20,0 cm × 2,3 cm"
9782390700692.0,"14,4 cm × 21,0 cm × 1,5 cm"
9782889072569.0,"14,1 cm × 21,0 cm × 1,4 cm"
9782379511240.0,"13,1 cm × 18,5 cm × 1,8 cm"
9782896986682.0,"13,1 cm × 19,7 cm × 1,8 cm"
9791037109378.0,"13,5 cm × 22,0 cm × 2,4 cm"
9782347002725.0,"13,2 cm × 19,9 cm × 1,1 cm"
9782848592497.0,"13,3 cm × 20,3 cm × 0,0 cm"
9782385413453.0,"13,5 cm × 21,5 cm × 0,9 cm"
9782385413545.0,"15,5 cm × 24,0 cm × 1,6 cm"
9782385413897.0,"15,5 cm × 24,0 cm × 1,1 cm"
9782385414528.0,"13,5 cm × 21,5 cm × 1,4 cm"
9791030706079.0,"13,0 cm × 19,8 cm × 2,0 cm"
9782267050561.0,"13,5 cm × 21,5 cm × 4,1 cm"
9782707349101.0,"13,5 cm × 18,5 cm × 2,0 cm"
9782367322582.0,"14,0 cm × 20,5 cm × 1,8 cm"
9782374253749.0,"15,4 cm × 24,0 cm × 3,4 cm"
9782385415181.0,"13,5 cm × 21,5 cm × 0,4 cm"
9782714312952.0,"13,5 cm × 21,5 cm × 1,7 cm"
9791030706055.0,"13,0 cm × 19,8 cm × 3,0 cm"
9782370712721.0,"14,2 cm × 19,5 cm × 2,2 cm"
9782260055938.0,"14,5 cm × 20,5 cm × 2,5 cm"
9782382924778.0,"14,5 cm × 20,2 cm × 1,8 cm"
9791030417753.0,"11,8 cm × 18,5 cm × 1,1 cm"
9791092636499.0,"14,0 cm × 20,3 cm × 1,7 cm"
9782493333148.0,"13,1 cm × 19,8 cm × 3,2 cm"
9782897129231.0,"13,0 cm × 19,7 cm × 1,4 cm"
9791254760451.0,"14,5 cm × 21,5 cm × 2,1 cm"
9782842424916.0,"12,0 cm × 20,0 cm × 0,0 cm"
9782259315395.0,"14,3 cm × 22,7 cm × 3,9 cm"
9782363584083.0,"18,0 cm × 13,5 cm × 0,0 cm"
9782372543088.0,"14,3 cm × 21,7 cm × 1,7 cm"
9782828920982.0,"15,1 cm × 23,6 cm × 1,1 cm"
9782360136940.0,"12,6 cm × 19,1 cm × 2,1 cm"
9782322488339.0,"14,8 cm × 21,0 cm × 0,9 cm"
9782322488919.0,"13,5 cm × 21,5 cm × 3,8 cm"
9782322499731.0,"12,0 cm × 19,0 cm × 1,4 cm"
9782892394313.0,"15,6 cm × 23,4 cm × 0,0 cm"
9782377897582.0,"15,6 cm × 23,4 cm × 0,0 cm"
9782491625269.0,"12,0 cm × 19,0 cm × 0,6 cm"
9782370833990.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834003.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834010.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834027.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834034.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834041.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834058.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834065.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834072.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834089.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834096.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834102.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782370834119.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230731.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230748.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230755.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230779.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230786.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230793.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230809.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230816.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230823.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782383230847.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782384062478.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782384062522.0,"15,2 cm × 22,9 cm × 0,0 cm"
9782384062539.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782384062577.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782824914015.0,"16,0 cm × 22,0 cm × 2,8 cm"
9782381242330.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782824907529.0,"13,5 cm × 18,5 cm × 0,9 cm"
9782824913957.0,"13,5 cm × 18,5 cm × 0,6 cm"
9782824913933.0,"13,5 cm × 18,5 cm × 1,3 cm"
9782378128005.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782379322570.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322631.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322648.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322655.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322679.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322686.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322730.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322563.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322600.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322693.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322709.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322716.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322723.0,"15,0 cm × 24,0 cm × 0,0 cm"
9782379322747.0,"15,0 cm × 24,0 cm × 0,0 cm"
9791090103801.0,"11,0 cm × 22,0 cm × 1,0 cm"
9782021539240.0,"13,0 cm × 18,6 cm × 2,0 cm"
9782490155835.0,"12,9 cm × 19,0 cm × 3,7 cm"
9782824913964.0,"13,5 cm × 18,5 cm × 1,5 cm"
9782897724757.0,
9782897724788.0,
9782376730514.0,"16,4 cm × 23,4 cm × 2,4 cm"
9782355238253.0,
9782490155729.0,"12,8 cm × 19,1 cm × 2,1 cm"
9791095999959.0,"13,0 cm × 21,0 cm × 0,8 cm"
9791095999966.0,"13,0 cm × 21,0 cm × 0,8 cm"
9782360623228.0,"15,0 cm × 23,0 cm × 0,0 cm"
9782494210073.0,"14,8 cm × 21,0 cm × 0,7 cm"
9782892394023.0,"14,8 cm × 21,0 cm × 0,0 cm"
9791038133297.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782958177133.0,"14,0 cm × 20,5 cm × 0,8 cm"
9782381242392.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782493747679.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782754765008.0,"13,3 cm × 20,3 cm × 0,0 cm"
9782754765565.0,"13,3 cm × 20,3 cm × 0,0 cm"
9782493967428.0,"13,5 cm × 19,9 cm × 0,0 cm"
9782493967435.0,"12,7 cm × 17,9 cm × 0,0 cm"
9782493709233.0,"12,7 cm × 20,3 cm × 1,5 cm"
9782812625022.0,"14,3 cm × 20,7 cm × 4,1 cm"
9782330181079.0,"11,0 cm × 17,6 cm × 0,0 cm"
9782366248005.0,"14,3 cm × 20,4 cm × 1,9 cm"
9782366248012.0,"14,1 cm × 20,4 cm × 2,0 cm"
9782330177904.0,"11,5 cm × 21,6 cm × 2,1 cm"
9782330181765.0,"10,9 cm × 17,4 cm × 2,0 cm"
9782330182731.0,"14,6 cm × 23,9 cm × 2,2 cm"
9782330181734.0,"10,0 cm × 18,9 cm × 1,3 cm"
9782330181697.0,"14,6 cm × 23,9 cm × 3,4 cm"
9782330181727.0,"11,6 cm × 21,5 cm × 2,0 cm"
9782756114439.0,"12,6 cm × 18,9 cm × 2,1 cm"
9782080411457.0,"13,5 cm × 20,9 cm × 1,6 cm"
9782330181086.0,"11,3 cm × 17,5 cm × 1,8 cm"
9782268109350.0,"13,0 cm × 20,5 cm × 2,4 cm"
9782017206989.0,
9782227500945.0,"13,2 cm × 21,0 cm × 2,6 cm"
9782381222394.0,"14,3 cm × 21,3 cm × 1,2 cm"
9782280494526.0,"13,0 cm × 23,0 cm × 2,7 cm"
9782227501102.0,"13,1 cm × 21,0 cm × 1,0 cm"
9782382991633.0,"14,8 cm × 22,0 cm × 2,7 cm"
9782382991602.0,"14,8 cm × 22,0 cm × 2,2 cm"
9782382991657.0,"14,8 cm × 22,0 cm × 2,2 cm"
9782824622699.0,"11,0 cm × 17,8 cm × 1,8 cm"
9782234092174.0,"13,6 cm × 21,7 cm × 2,1 cm"
9782376715634.0,"19,6 cm × 26,3 cm × 2,3 cm"
9782364529571.0,"14,0 cm × 19,5 cm × 1,3 cm"
9782226474902.0,"15,0 cm × 22,0 cm × 3,3 cm"
9782226486554.0,"15,0 cm × 22,0 cm × 4,2 cm"
9782017251293.0,
9782330181222.0,"14,5 cm × 23,9 cm × 2,5 cm"
9782406149903.0,
9782406150572.0,
9791028119195.0,"15,5 cm × 23,8 cm × 3,3 cm"
9782406149897.0,"15,0 cm × 22,0 cm × 4,6 cm"
9782406150565.0,"15,0 cm × 22,0 cm × 2,1 cm"
9782381222356.0,"11,0 cm × 17,8 cm × 1,8 cm"
9782381222448.0,"14,2 cm × 21,3 cm × 3,3 cm"
9782381224978.0,"11,2 cm × 17,8 cm × 2,2 cm"
9782310054072.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782310054812.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782310054683.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782900315187.0,"14,0 cm × 20,5 cm × 1,5 cm"
9782753304703.0,"13,1 cm × 20,3 cm × 2,0 cm"
9782819507314.0,"13,8 cm × 21,4 cm × 2,2 cm"
9782382924839.0,"13,7 cm × 21,7 cm × 2,2 cm"
9782931220061.0,"14,0 cm × 19,8 cm × 1,5 cm"
9782073035004.0,"13,0 cm × 21,5 cm × 2,0 cm"
9782351783085.0,"14,2 cm × 20,6 cm × 3,1 cm"
9782715260412.0,"14,0 cm × 20,5 cm × 1,7 cm"
9782818058763.0,"12,0 cm × 18,5 cm × 1,5 cm"
9782359053838.0,"14,3 cm × 22,7 cm × 1,8 cm"
9791039203098.0,"11,0 cm × 17,9 cm × 1,6 cm"
9782073010292.0,"14,0 cm × 20,5 cm × 1,8 cm"
9782367491097.0,"14,3 cm × 22,7 cm × 1,1 cm"
9782812939013.0,"15,0 cm × 22,9 cm × 1,7 cm"
9782072982071.0,"14,0 cm × 20,5 cm × 2,7 cm"
9782073022424.0,"15,0 cm × 22,0 cm × 2,0 cm"
9782848054926.0,"14,0 cm × 18,3 cm × 1,5 cm"
9791034908134.0,"14,2 cm × 21,0 cm × 2,0 cm"
9782365697224.0,"15,7 cm × 24,3 cm × 3,7 cm"
9782382924679.0,"13,7 cm × 20,2 cm × 3,9 cm"
9782493043252.0,"14,8 cm × 21,0 cm × 1,5 cm"
9782492301353.0,"13,0 cm × 20,0 cm × 1,8 cm"
9782828921019.0,"0,1 cm × 0,1 cm × 0,1 cm"
9791038701823.0,"14,0 cm × 21,0 cm × 1,8 cm"
9782364906167.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782889442263.0,"14,2 cm × 21,0 cm × 1,6 cm"
9782494466258.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782258196056.0,"15,5 cm × 24,3 cm × 4,4 cm"
9791038702288.0,"14,0 cm × 21,0 cm × 1,7 cm"
9782259316965.0,"13,2 cm × 20,3 cm × 2,0 cm"
9782744822988.0,"13,6 cm × 18,5 cm × 1,4 cm"
9782889442300.0,"14,4 cm × 21,3 cm × 1,7 cm"
9782828920852.0,"13,3 cm × 22,2 cm × 1,8 cm"
9791037509703.0,"15,4 cm × 21,1 cm × 4,2 cm"
9782749953656.0,"14,5 cm × 22,8 cm × 4,0 cm"
9782371265950.0,"13,0 cm × 20,8 cm × 3,6 cm"
9782844184382.0,"14,0 cm × 20,5 cm × 1,0 cm"
9782844184542.0,"14,0 cm × 20,5 cm × 1,6 cm"
9782832112540.0,"11,0 cm × 20,0 cm × 0,0 cm"
9782384624768.0,"12,7 cm × 17,8 cm × 0,0 cm"
9782384626939.0,"12,7 cm × 17,8 cm × 0,0 cm"
9791022613101.0,"14,0 cm × 21,4 cm × 1,8 cm"
9782384626670.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782384626717.0,"14,8 cm × 21,0 cm × 0,0 cm"
9791097594886.0,"14,1 cm × 21,1 cm × 1,6 cm"
9782917504659.0,"14,1 cm × 21,5 cm × 1,7 cm"
9782383500230.0,"15,0 cm × 21,0 cm × 0,0 cm"
9782842251932.0,"52,5 cm × 52,5 cm × 0,0 cm"
9782491812034.0,"52,5 cm × 52,5 cm × 0,0 cm"
9782492536366.0,"13,5 cm × 22,0 cm × 0,0 cm"
9782492257117.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782812204548.0,"14,0 cm × 22,5 cm × 0,0 cm"
9782492536540.0,"14,5 cm × 22,5 cm × 0,0 cm"
9782378832308.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782330181437.0,"11,5 cm × 21,6 cm × 2,0 cm"
9782382846209.0,
9782702189719.0,"12,0 cm × 18,5 cm × 1,1 cm "
9782382991619.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991626.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991640.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991664.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991671.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991688.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991756.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991749.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382846155.0,
9782080431202.0,"13,7 cm × 21,0 cm × 2,2 cm"
9782382991695.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991701.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991718.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782382991725.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782919205455.0,"14,0 cm × 18,9 cm × 1,3 cm"
9782406147336.0,
9782406147329.0,"15,0 cm × 22,0 cm × 4,0 cm"
9782490399475.0,"14,8 cm × 21,0 cm × 3,6 cm"
9782850611995.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782259315111.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782374485478.0,"13,6 cm × 21,7 cm × 1,7 cm"
9782809841541.0,"15,2 cm × 24,1 cm × 3,7 cm"
9782378560690.0,"14,0 cm × 21,5 cm × 2,2 cm"
9791030706116.0,"13,0 cm × 19,7 cm × 1,2 cm"
9791030706130.0,"13,0 cm × 19,8 cm × 2,7 cm"
9782810509768.0,"12,7 cm × 20,5 cm × 1,8 cm"
9782383612407.0,"14,0 cm × 21,0 cm × 2,8 cm"
9782073009883.0,"15,5 cm × 22,5 cm × 1,5 cm"
9782375022924.0,"14,5 cm × 22,5 cm × 3,2 cm"
9782375023068.0,"13,6 cm × 21,4 cm × 3,0 cm"
9782371583955.0,
9782258204232.0,
9782258205574.0,
9782841007486.0,
9782841007578.0,
9782371265882.0,"13,0 cm × 20,8 cm × 3,3 cm"
9782221247716.0,"13,2 cm × 19,7 cm × 0,0 cm"
9780241512456.0,"15,3 cm × 23,4 cm × 4,0 cm"
9782841007493.0,
9782017251309.0,
9782385150150.0,"13,9 cm × 20,9 cm × 1,3 cm"
9782384623365.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782384626342.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782384626830.0,"12,7 cm × 17,8 cm × 0,0 cm"
9782021538878.0,"14,6 cm × 22,0 cm × 2,0 cm"
9782365331265.0,"14,5 cm × 20,0 cm × 1,7 cm"
9782896986330.0,"13,3 cm × 19,7 cm × 2,9 cm"
9782356879691.0,"13,0 cm × 20,0 cm × 0,5 cm"
9782356879714.0,"13,1 cm × 20,0 cm × 2,0 cm"
9782940666553.0,"14,0 cm × 22,0 cm × 0,0 cm"
9782863643983.0,"16,5 cm × 23,0 cm × 0,0 cm"
9782361573263.0,"14,0 cm × 20,5 cm × 0,0 cm"
9782358482202.0,"14,0 cm × 22,0 cm × 0,0 cm"
9782370712738.0,"14,0 cm × 19,5 cm × 0,0 cm"
9782370712714.0,"14,0 cm × 19,5 cm × 0,0 cm"
9782809716382.0,"13,9 cm × 20,4 cm × 2,3 cm"
9782369563396.0,"12,5 cm × 19,0 cm × 1,1 cm"
9782493823106.0,"14,0 cm × 20,5 cm × 1,7 cm"
9782380157987.0,"13,0 cm × 20,0 cm × 0,1 cm"
9782380158007.0,"13,0 cm × 20,0 cm × 0,1 cm"
9782384360840.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782234094475.0,"13,8 cm × 21,3 cm × 2,2 cm"
9782501171779.0,
9782226486547.0,
9782253934691.0,
9782246829850.0,"12,0 cm × 19,0 cm × 0,0 cm"
9782246834878.0,"12,0 cm × 19,0 cm × 0,0 cm"
9782755669398.0,"13,0 cm × 20,5 cm × 0,0 cm"
9782494049840.0,"14,0 cm × 19,0 cm × 0,0 cm"
9782365593199.0,"15,0 cm × 22,0 cm × 0,0 cm"
9782365593205.0,"15,0 cm × 22,0 cm × 0,0 cm"
9782213725482.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782406149354.0,
9782406149361.0,
9782824622415.0,"14,6 cm × 22,5 cm × 3,1 cm"
9782382991732.0,"14,8 cm × 22,0 cm × 0,0 cm"
9782366131253.0,"15,0 cm × 23,0 cm × 0,0 cm"
9782228933858.0,
9782383110217.0,"13,5 cm × 20,0 cm × 0,0 cm"
9782876237551.0,"12,1 cm × 18,0 cm × 1,1 cm"
9782379390999.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782221259221.0,"14,0 cm × 22,0 cm × 0,0 cm"
9782374485805.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782810438679.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782416009068.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782379391002.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782366862102.0,"14,0 cm × 20,5 cm × 1,2 cm"
9782366862133.0,"14,0 cm × 20,5 cm × 1,5 cm"
