EAN,Dimensions
9782812939006.0,
9782382790199.0,"13,5 cm × 19,7 cm × 1,0 cm"
9782492604010.0,"14,0 cm × 21,0 cm × 2,5 cm"
9782493049278.0,"13,0 cm × 21,0 cm × 0,9 cm"
9782875932648.0,"14,0 cm × 20,5 cm × 2,5 cm"
9782491927134.0,"15,0 cm × 21,0 cm × 1,0 cm"
9782492604003.0,"16,0 cm × 24,0 cm × 1,5 cm"
9782375023044.0,"14,4 cm × 21,3 cm × 4,3 cm"
9782494387041.0,"13,5 cm × 20,0 cm × 1,5 cm"
9782925141716.0,"12,5 cm × 19,0 cm × 2,5 cm"
9782491560669.0,"14,0 cm × 21,0 cm × 0,0 cm"
9791092173772.0,"15,0 cm × 20,0 cm × 1,1 cm"
9782876237438.0,"14,0 cm × 20,5 cm × 1,3 cm"
9782876237445.0,
9782846213394.0,
9782362220883.0,
9782876237520.0,
9782384090662.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782221271391.0,"13,7 cm × 20,5 cm × 3,8 cm"
9782258143494.0,
9782260056027.0,"14,1 cm × 20,7 cm × 2,1 cm"
9782259316385.0,
9782844184597.0,"14,0 cm × 20,5 cm × 1,3 cm"
9791037509772.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782749954875.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782812939020.0,
9782351789063.0,"12,0 cm × 19,2 cm × 2,7 cm"
9782919300693.0,"12,0 cm × 18,5 cm × 0,7 cm"
9782492918025.0,"14,0 cm × 21,0 cm × 2,5 cm"
9791091555791.0,"14,5 cm × 21,0 cm × 1,6 cm"
9782356982353.0,"14,0 cm × 20,5 cm × 0,9 cm"
9782492182143.0,"15,0 cm × 21,5 cm × 1,5 cm"
9782351789056.0,"12,3 cm × 19,3 cm × 7,5 cm"
9782507058364.0,"12,0 cm × 18,0 cm × 1,2 cm"
9782371265974.0,"13,0 cm × 20,8 cm × 3,3 cm"
9782491546212.0,"12,0 cm × 17,0 cm × 0,5 cm"
9782493043290.0,"21,0 cm × 14,8 cm × 1,5 cm"
9782379615252.0,"14,8 cm × 21,0 cm × 2,4 cm"
9791091301787.0,"14,8 cm × 21,0 cm × 1,8 cm"
9782379613715.0,"14,8 cm × 21,0 cm × 3,0 cm"
9782385150174.0,"13,9 cm × 20,9 cm × 1,1 cm"
9791092457377.0,"13,0 cm × 19,5 cm × 0,0 cm"
9782017251316.0,
9782931027691.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782931027707.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782380821314.0,"14,1 cm × 20,6 cm × 2,9 cm"
9782371583993.0,
9782846794008.0,"13,0 cm × 22,0 cm × 0,0 cm"
9782846795357.0,
9782021539370.0,
9782384626335.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782384626755.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782371583870.0,
9782371583887.0,
9782832112564.0,"15,0 cm × 22,0 cm × 0,0 cm"
9791038121676.0,"14,0 cm × 21,6 cm × 0,0 cm"
9782491309428.0,"15,0 cm × 24,0 cm × 0,0 cm"
9791037031945.0,"15,2 cm × 22,9 cm × 0,0 cm"
9782226452580.0,
9782226464521.0,
9782246835059.0,"12,0 cm × 18,5 cm × 0,0 cm"
9782246814481.0,"12,0 cm × 18,5 cm × 0,0 cm"
9782246835455.0,"14,0 cm × 20,5 cm × 0,0 cm"
9782226487841.0,"13,2 cm × 20,1 cm × 1,4 cm"
9782226459039.0,"15,2 cm × 22,1 cm × 3,0 cm"
9782501171762.0,
9782226460639.0,
9782226484444.0,"15,0 cm × 22,0 cm × 3,2 cm"
9782226487940.0,
9782824622736.0,"14,5 cm × 22,5 cm × 3,0 cm"
9782824622767.0,"14,5 cm × 22,5 cm × 3,0 cm"
9782824622750.0,"14,5 cm × 22,5 cm × 3,0 cm"
9782824622781.0,"14,5 cm × 22,5 cm × 3,0 cm"
9782824622835.0,"15,3 cm × 23,5 cm × 2,9 cm"
9782824622866.0,"15,1 cm × 22,4 cm × 1,8 cm"
9783961714889.0,
9782824637686.0,
9782824622293.0,"14,6 cm × 22,5 cm × 2,3 cm"
9782824622330.0,"15,3 cm × 23,5 cm × 2,9 cm"
9782824622484.0,"15,2 cm × 13,5 cm × 2,5 cm"
9782824622590.0,"11,1 cm × 17,8 cm × 1,4 cm"
9782824622651.0,"15,2 cm × 13,5 cm × 2,5 cm"
9782265157170.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782810509775.0,"13,0 cm × 20,5 cm × 1,8 cm"
9782258206892.0,"13,8 cm × 21,0 cm × 2,0 cm"
9782809844528.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782810438242.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782370492265.0,"15,3 cm × 23,0 cm × 4,5 cm"
9782382111758.0,"14,5 cm × 22,0 cm × 2,0 cm"
9782749950631.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782416011047.0,"14,0 cm × 20,5 cm × 2,5 cm"
9782382111765.0,"11,0 cm × 18,0 cm × 3,2 cm"
9782072994623.0,"14,0 cm × 18,2 cm × 3,2 cm"
9782365697002.0,"14,3 cm × 22,9 cm × 3,3 cm"
9782232147128.0,"14,4 cm × 19,1 cm × 2,0 cm"
9782385210076.0,
9782221270769.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782749177076.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782258206922.0,
9782371265936.0,"13,0 cm × 20,8 cm × 3,0 cm"
9782017251323.0,
9782373051254.0,
9782021507911.0,
9782376526636.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782376526667.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782384626700.0,"14,8 cm × 21,0 cm × 0,0 cm"
9782268109244.0,"14,0 cm × 22,5 cm × 1,7 cm"
9791090103856.0,"11,0 cm × 22,0 cm × 1,0 cm"
9782862727714.0,"25,5 cm × 19,0 cm × 1,5 cm"
9782381223513.0,"15,2 cm × 22,3 cm × 3,8 cm"
9782344058473.0,"21,5 cm × 28,8 cm × 0,0 cm"
9782080258182.0,"14,5 cm × 22,0 cm × 3,0 cm"
9782381224473.0,
9782702168868.0,
9782330180560.0,
9782824622743.0,"14,5 cm × 22,5 cm × 3,0 cm"
9782374485430.0,
9782493036155.0,"14,0 cm × 21,5 cm × 0,0 cm"
9782889442140.0,
9782367602806.0,"14,5 cm × 19,0 cm × 0,0 cm"
9782363083494.0,
9782283035955.0,
9782493043313.0,"21,0 cm × 14,8 cm × 0,0 cm"
9782363083517.0,"12,9 cm × 20,7 cm × 1,4 cm"
9782021536508.0,"14,0 cm × 20,5 cm × 0,0 cm"
9791022612937.0,"14,0 cm × 21,5 cm × 1,8 cm"
9791095244387.0,"13,0 cm × 20,0 cm × 1,7 cm"
9782492270895.0,"12,0 cm × 20,5 cm × 0,0 cm"
9782379271854.0,"15,6 cm × 21,5 cm × 1,5 cm"
9782315010813.0,"52,5 cm × 52,5 cm × 0,0 cm"
9782719111246.0,"3,2 cm × 2,8 cm × 2,0 cm"
9782755664393.0,"14,5 cm × 22,5 cm × 0,0 cm"
9782755669091.0,"13,0 cm × 20,5 cm × 0,0 cm"
9782080420701.0,"13,5 cm × 21,0 cm × 0,0 cm"
9782863748879.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782246825647.0,"13,0 cm × 20,5 cm × 0,0 cm"
9782378153120.0,
9791032900680.0,
9782374485065.0,
9782494707122.0,"14,0 cm × 21,0 cm × 2,6 cm"
9782875232120.0,
9782380823073.0,
9782380823080.0,
9782757894224.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782491462734.0,"16,5 cm × 21,0 cm × 0,9 cm"
9782892394382.0,"15,6 cm × 23,4 cm × 0,0 cm"
9791095118268.0,"14,5 cm × 21,0 cm × 1,0 cm"
9782378040628.0,"12,0 cm × 21,0 cm × 1,3 cm"
9782381223438.0,
9782493872067.0,"14,8 cm × 21,0 cm × 0,8 cm"
9782385770297.0,
9782283037515.0,
9782373056990.0,
9782812203954.0,"3,2 cm × 2,8 cm × 2,0 cm"
9782374485737.0,
9782072906381.0,
9782381511436.0,"14,8 cm × 21,0 cm × 0,0 cm"
9791091301831.0,"14,8 cm × 21,0 cm × 1,9 cm"
9782494707115.0,"14,0 cm × 21,0 cm × 2,6 cm"
9782377473403.0,
9782072863813.0,
9782889501137.0,
9782356030337.0,
9782373751178.0,
9782376973720.0,
9782702163382.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782373000788.0,
9782072909092.0,"14,0 cm × 20,5 cm × 0,0 cm"
9782213726564.0,"13,5 cm × 21,5 cm × 0,0 cm"
9782369563334.0,"12,5 cm × 19,0 cm × 0,1 cm"
9782755672183.0,"13,0 cm × 20,5 cm × 0,0 cm"
9782702189788.0,
9782379460982.0,"13,0 cm × 21,0 cm × 1,3 cm"
9782350747194.0,
9782958792114.0,"13,0 cm × 20,0 cm × 2,0 cm"
9782080296047.0,
9782493872074.0,"15,0 cm × 21,0 cm × 1,4 cm"
9782749926551.0,
9782371583771.0,
9782377690961.0,
9782494707139.0,"14,0 cm × 21,0 cm × 2,6 cm"
9782755671940.0,"13,0 cm × 20,5 cm × 0,0 cm"
9782876237391.0,
9782356449269.0,"52,5 cm × 52,5 cm × 0,0 cm"
9782714600127.0,"14,8 cm × 21,0 cm × 1,5 cm"
9791024503387.0,"14,0 cm × 22,5 cm × 2,0 cm"
9782714600059.0,"14,8 cm × 21,0 cm × 1,5 cm"
9782330162054.0,
9782207180198.0,
9782381224862.0,
9782416010507.0,
9782264075932.0,
9782846794725.0,
9782072873133.0,
9782384820078.0,
9782379271601.0,"14,5 cm × 20,5 cm × 0,0 cm"
9791033914297.0,
9782259314947.0,
9791094936276.0,"14,0 cm × 20,5 cm × 2,5 cm"
9782362796180.0,"13,5 cm × 18,5 cm × 1,1 cm"
9782494387065.0,"14,5 cm × 22,0 cm × 2,6 cm"
9782841414758.0,"15 cm × 22,0 cm"
9782379412240.0,"12,4 cm × 18,0 cm × 1,4 cm"
9782889640584.0,"18,0 cm × 21,0 cm × 0,0 cm"
9782080418401.0,"13,4 cm × 21,9 cm × 1,3 cm"
9791091301824.0,"14,8 cm × 21,0 cm × 1,3 cm"
9782373057263.0,"14,0 cm × 20,4 cm × 3,2 cm"
9782373200805.0,NC
9782492642142.0,"13,0 cm × 19,0 cm × 0,0 cm"
9782384870745.0,"0 cm × 0 cm × 0,0 cm"
9782384870752.0,"0 cm × 0 cm × 0,0 cm"
9782384870516.0,"0 cm × 0 cm × 0,0 cm"
9782493311085.0,"14,0 cm × 20,0 cm × 0,0 cm"
9782493534118.0,"14,0 cm × 25,0 cm × 0,0 cm"
9782366247985.0,"13,2 cm × 20,9 cm × 1,3 cm"
9782490251810.0,"12,0 cm × 18,5 cm × 0,0 cm"
9782373111606.0,13cm X 20cm
9782204161008.0,"14,2 cm × 21,8 cm × 3,8 cm"
9782749174082.0,"14,2 cm × 21,2 cm × 2,0 cm"
9782367491080.0,"12,2 cm × 22,1 cm × 2,4 cm"
,
9782375792803.0,"13,1 cm × 19,8 cm × 1,6 cm"
9791092903140.0,"10,5 cm × 18,0 cm × 0,0 cm"
9791025300732.0,14cm X 21cm
9791025300749.0,NC
9782721012159.0,"13,0 cm × 20,0 cm × 0,5 cm"
9791030801019.0,"12,2 cm × 18,0 cm × 1,3 cm"
9788412674620.0,"0,1 cm × 0,1 cm × 0,1 cm"
9782494463004.0,"11,0 cm × 20,5 cm × 0,0 cm"
9782875990792.0,"14,0 cm × 21,0 cm × 0,0 cm"
9791097567231.0,"11,5 cm × 21,0 cm × 2,1 cm"
9791097567255.0,"11,5 cm × 21,0 cm × 2,1 cm"
9782357071803.0,"13,0 cm × 20,5 cm × 1,4 cm"
9782846795395.0,"13,1 cm × 21,5 cm × 2,2 cm"
9791097127381.0,"14,5 cm × 21,0 cm × 1,1 cm"
9782246829355.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782492665127.0,"12,5 cm × 18,0 cm × 0,0 cm"
9782381225432.0,"14,2 cm × 21,2 cm × 2,6 cm"
9782377011711.0,"14,0 cm × 21,0 cm × 1,3 cm"
9782956719434.0,"12,0 cm × 19,0 cm × 10,5 cm"
9782378803735.0,"13,8 cm × 18,7 cm × 2,4 cm"
9782369563358.0,"17,2 cm × 21,1 cm × 1,5 cm"
9791090062832.0,"14,0 cm × 18,0 cm × 1,5 cm"
9791096673988.0,"12,5 cm × 19,0 cm × 1,4 cm"
9782368334614.0,"14,0 cm × 20,4 cm × 1,5 cm"
9782368334621.0,"16,2 cm × 24,1 cm × 2,6 cm"
9782356879684.0,"13,0 cm × 20,0 cm × 0,8 cm"
9782493816283.0,"14,0 cm × 19,0 cm × 0,0 cm"
9791095244417.0,"14,0 cm × 20,0 cm × 1,5 cm"
9782844184467.0,"12,0 cm × 17,0 cm × 1,2 cm"
9782844184450.0,"14,0 cm × 20,5 cm × 1,1 cm"
9782259315913.0,"12,2 cm × 18,5 cm × 1,7 cm"
9782850610387.0,
9782258205871.0,14cm x 22cm
9782493036148.0,"14,0 cm × 21,5 cm × 2,0 cm"
9782494119109.0,"15,0 cm × 21,0 cm × 0,0 cm"
9782268109480.0,"14,0 cm × 20,5 cm × 2,2 cm"
9782490205165.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782492352157.0,"12,0 cm × 18,5 cm × 0,0 cm"
9782021537376.0,"13,0 cm × 18,4 cm × 1,9 cm"
9782889442324.0,"14,3 cm × 21,3 cm × 1,7 cm"
9782234093942.0,"13,5 cm × 21,5 cm × 2,4 cm"
9782370712653.0,"14,2 cm × 19,6 cm × 1,3 cm"
9791097339555.0,"14,0 cm × 20,5 cm × 1,5 cm"
9782889072804.0,"14,1 cm × 21,0 cm × 0,9 cm"
9791036001598.0,"14,5 cm × 20,0 cm × 2,3 cm"
,
9791091555814.0,"12,0 cm × 17,0 cm × 0,0 cm"
,
9782491742591.0,"12,6 cm × 18,6 cm × 3,5 cm"
9782373201000.0,-
9782958360313.0,"14,0 cm × 20,5 cm × 1,9 cm"
9782714497215.0,"14,2 cm × 20,7 cm × 2,2 cm"
9782358731904.0,"13,8 cm × 20,6 cm × 2,4 cm"
9782385290320.0,"14,2 cm × 23,0 cm × 3,5 cm"
9782385290313.0,"14,7 cm × 23,0 cm × 2,2 cm"
9782824622606.0,"14,4 cm × 22,6 cm × 2,9 cm"
9782376650959.0,"13,5 cm × 19,0 cm × 1,2 cm"
9782413081777.0,"13,5 cm × 22,1 cm × 2,0 cm"
9782413081487.0,"12,2 cm × 18,7 cm × 1,4 cm "
9782367271163.0,"15,0 cm × 22,0 cm × 3,2 cm"
9782829006531.0,"14,0 cm × 21,0 cm × 0,0 cm"
9782265155473.0,"14,1 cm × 20,8 cm × 2,3 cm"
9782366773378.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782381224848.0,"11,1 cm × 17,9 cm × 1,9 cm"
9782381223933.0,"14,4 cm × 21,4 cm × 4,0 cm"
9782221263853.0,"13,6 cm × 21,4 cm × 2,7 cm"
9782749952338.0,"14,2 cm × 22,7 cm × 3,4 cm"
9782361838713.0,"14,1 cm × 18,2 cm × 1,7 cm"
9782862315089.0,"13,7 cm × 21,0 cm × 1,5 cm"
9782493816269.0,"14,0 cm × 19,0 cm × 2,8 cm"
9782882508638.0,"12,8 cm × 20,1 cm × 1,2 cm"
9782259316989.0,"3014,2 cm × 22,6 cm × 3,2 cm"
9782958062064.0,"11,0 cm × 16,0 cm × 1,5 cm"
9782706724725.0,"15,1 cm × 22,5 cm × 2,0 cm"
9782493823083.0,"14,1 cm × 20,5 cm × 1,7 cm"
9791092159332.0,"14,0 cm × 19,0 cm × 1,0 cm"
9782356541215.0,"12,5 cm × 21,1 cm × 1,5 cm"
9782258201545.0,"13,7 cm × 21,0 cm × 3,0 cm"
9782330181710.0,"10,1 cm × 19,0 cm × 1,8 cm"
9782226483874.0,"14,2 cm × 20,5 cm × 1,8 cm"
9782226484871.0,"14,2 cm × 20,5 cm × 2,0 cm"
9782226481900.0,"14,2 cm × 20,5 cm × 2,0 cm"
9782226480347.0,"14,2 cm × 20,5 cm × 1,7 cm"
9782363083463.0,"13,2 cm × 19,2 cm × 2,7 cm"
9782363083470.0,"12,7 cm × 20,7 cm × 2,1 cm"
9782080283139.0,"12,5 cm × 21,0 cm × 1,1 cm"
9782850351242.0,"14,3 cm × 22,0 cm × 1,1 cm"
9782889601202.0,"14,0 cm × 21,0 cm × 1,0 cm"
9791093098692.0,"12,0 cm × 17,0 cm × 1,4 cm"
9782493206220.0,"14,0 cm × 20,6 cm × 1,9 cm"
9782358731898.0,"13,5 cm × 20,5 cm × 3,0 cm"
9791027803064.0,"15,2 cm × 22,2 cm × 2,9 cm"
9791095066583.0,"15,2 cm × 21,1 cm × 2,1 cm"
9782829006722.0,"16,0 cm × 24,0 cm × 0,0 cm"
9782958344054.0,"16,0 cm × 23,0 cm × 0,0 cm"
9782382846100.0,
9782382844564.0,"14,1 cm × 20,6 cm × 1,3 cm"
9782382841914.0,NC
9782080421357.0,"13,5 cm × 21,0 cm × 1,3 cm"
9782073024916.0,"14,1 cm × 20,5 cm × 1,7 cm"
9782073036575.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782344058954.0,"14,0 cm × 22,5 cm × 2,0 cm"
9782383612056.0,"14,0 cm × 21,0 cm × 3,0 cm"
9782383670117.0,"18,0 cm × 18,0 cm × 0,0 cm"
9782246835479.0,"12,1 cm × 18,5 cm × 0,8 cm"
9782246834151.0,"12,2 cm × 18,5 cm × 1,3 cm"
9782381400655.0,"14,1 cm × 22,0 cm × 3,6 cm"
9791031904122.0,"13,2 cm × 18,5 cm × 1,3 cm"
9782221271308.0,"14,0 cm × 21,5 cm × 2,3 cm"
9782221258668.0,"13,8 cm × 21,8 cm × 3,4 cm"
9782381340500.0,"13,5 cm × 19,6 cm × 2,4 cm"
9782876237575.0,"14,0 cm × 20,5 cm × 4,0 cm"
9782715260269.0,"14,0 cm × 20,5 cm × 1,0 cm"
9782707348852.0,"13,5 cm × 18,5 cm × 2,1 cm"
9782862315133.0,"13,6 cm × 21,0 cm × 1,5 cm"
9782370841247.0,"15,0 cm × 20,0 cm × 0,7 cm"
9782350878447.0,"14,4 cm × 20,3 cm × 2,4 cm"
9782490834150.0,"14,2 cm × 20,0 cm × 2,2 cm"
9782863644089.0,"16,5 cm × 23,0 cm × 0,0 cm"
9791025205976.0,"13,0 cm × 16,0 cm × 1,8 cm"
9782370670779.0,"14,0 cm × 20,5 cm × 1,4 cm"
9782818058268.0,"14,0 cm × 20,5 cm × 1,9 cm"
9782746527140.0,"13,5 cm × 20,0 cm × 2,2 cm"
9791093699264.0,"11,5 cm × 18,5 cm × 1,0 cm"
9791096562534.0,"10,3 cm × 17,0 cm × 0,5 cm"
9782321017950.0,"13,5 cm × 18,5 cm × 1,8 cm"
9782321018704.0,"13,6 cm × 18,6 cm × 2,2 cm"
9782021505177.0,"14,0 cm × 20,5 cm × 2,0 cm"
9782846817073.0,"12,5 cm × 20,0 cm × 1,0 cm"
9782364686687.0,"12,6 cm × 20,0 cm × 2,2 cm"
9782234094499.0,"13,6 cm × 21,5 cm × 2,3 cm"
9782234092525.0,"13,6 cm × 21,8 cm × 2,0 cm"
9782868537058.0,"14,0 cm × 19,0 cm × 1,7 cm"
9782370553751.0,"14,2 cm × 19,2 cm × 1,2 cm"
9782378561772.0,"14,2 cm × 21,5 cm × 2,1 cm"
9782378561802.0,"10,0 cm × 15,7 cm × 1,1 cm"
9782356541222.0,"11,5 cm × 17,0 cm × 1,0 cm"
,
